,ID,Date,Hour,Status,Latitude,Longitude,Max_Speed,Min_Pressure,Low_Rad_NE,Low_Rad_SE,Low_Rad_SW,Low_Rad_NW,Med_Rad_NE,Med_Rad_SE,Med_Rad_SW,Med_Rad_NW,High_Rad_NE,High_Rad_SE,High_Rad_SW,High_Rad_NW
25602,AL141959,19590912, 1200, EX, 42.0N,  62.2W,55.0,,,,,,,,,,,,,
25603,AL141959,19590912, 1800, EX, 42.8N,  60.8W,55.0,,,,,,,,,,,,,
25604,AL141959,19590913, 0000, EX, 43.9N,  57.8W,50.0,,,,,,,,,,,,,
25605,AL141959,19590913, 0600, EX, 45.2N,  54.2W,50.0,,,,,,,,,,,,,
25606,AL141959,19590913, 1200, EX, 46.8N,  50.9W,45.0,,,,,,,,,,,,,
25607,AL141959,19590913, 1800, EX, 48.5N,  48.5W,45.0,,,,,,,,,,,,,
25608,AL141959,19590914, 0000, EX, 50.5N,  46.5W,45.0,,,,,,,,,,,,,
25609,AL011960,19600622, 0600, TD, 19.2N,  93.2W,25.0,,,,,,,,,,,,,
25610,AL011960,19600622, 1200, TD, 19.8N,  93.8W,25.0,,,,,,,,,,,,,
25611,AL011960,19600622, 1800, TD, 20.8N,  94.6W,25.0,,,,,,,,,,,,,
25612,AL011960,19600623, 0000, TD, 22.0N,  95.3W,30.0,,,,,,,,,,,,,
25613,AL011960,19600623, 0600, TS, 23.5N,  95.8W,35.0,,,,,,,,,,,,,
25614,AL011960,19600623, 1200, TS, 24.7N,  96.3W,40.0,,,,,,,,,,,,,
25615,AL011960,19600623, 1800, TS, 25.5N,  96.7W,45.0,,,,,,,,,,,,,
25616,AL011960,19600624, 0000, TS, 26.3N,  97.1W,50.0,,,,,,,,,,,,,
25617,AL011960,19600624, 0400, TS, 26.9N,  97.4W,50.0,,,,,,,,,,,,,
25618,AL011960,19600624, 0600, TS, 27.2N,  97.5W,45.0,1000.0,,,,,,,,,,,,
25619,AL011960,19600624, 1200, TS, 28.2N,  97.9W,35.0,1002.0,,,,,,,,,,,,
25620,AL011960,19600624, 1800, TD, 29.0N,  98.2W,30.0,1003.0,,,,,,,,,,,,
25621,AL011960,19600625, 0000, TD, 29.2N,  98.4W,30.0,1004.0,,,,,,,,,,,,
25622,AL011960,19600625, 0600, TD, 28.7N,  98.5W,25.0,1005.0,,,,,,,,,,,,
25623,AL011960,19600625, 1200, TD, 28.3N,  98.4W,25.0,1006.0,,,,,,,,,,,,
25624,AL011960,19600625, 1800, TD, 28.7N,  98.2W,25.0,1006.0,,,,,,,,,,,,
25625,AL011960,19600626, 0000, TD, 29.2N,  97.7W,25.0,1005.0,,,,,,,,,,,,
25626,AL011960,19600626, 0600, TD, 30.0N,  97.2W,25.0,1006.0,,,,,,,,,,,,
25627,AL011960,19600626, 1200, TD, 31.1N,  96.9W,25.0,1007.0,,,,,,,,,,,,
25628,AL011960,19600626, 1800, TD, 32.3N,  96.5W,25.0,1008.0,,,,,,,,,,,,
25629,AL011960,19600627, 0000, TD, 33.4N,  96.1W,20.0,1008.0,,,,,,,,,,,,
25630,AL011960,19600627, 0600, TD, 34.7N,  95.0W,20.0,1009.0,,,,,,,,,,,,
25631,AL011960,19600627, 1200, TD, 36.0N,  93.8W,20.0,1010.0,,,,,,,,,,,,
25632,AL011960,19600627, 1800, TD, 37.1N,  92.7W,20.0,1011.0,,,,,,,,,,,,
25633,AL011960,19600628, 0000, TD, 37.6N,  91.7W,20.0,1011.0,,,,,,,,,,,,
25634,AL011960,19600628, 0600, TD, 38.0N,  90.5W,20.0,1012.0,,,,,,,,,,,,
25635,AL011960,19600628, 1200, TD, 38.5N,  89.0W,20.0,1013.0,,,,,,,,,,,,
25636,AL021960,19600709, 1200, TS, 12.0N,  55.8W,40.0,,,,,,,,,,,,,
25637,AL021960,19600709, 1800, TS, 12.5N,  57.0W,40.0,,,,,,,,,,,,,
25638,AL021960,19600710, 0000, TS, 13.0N,  58.2W,45.0,,,,,,,,,,,,,
25639,AL021960,19600710, 0600, TS, 13.5N,  59.6W,50.0,,,,,,,,,,,,,
25640,AL021960,19600710, 1200, TS, 13.9N,  60.9W,55.0,1003.0,,,,,,,,,,,,
25641,AL021960,19600710, 1800, TS, 14.1N,  62.3W,55.0,1002.0,,,,,,,,,,,,
25642,AL021960,19600711, 0000, TS, 14.3N,  63.5W,55.0,,,,,,,,,,,,,
25643,AL021960,19600711, 0600, TS, 14.5N,  64.7W,60.0,,,,,,,,,,,,,
25644,AL021960,19600711, 1200, TS, 14.7N,  65.8W,60.0,999.0,,,,,,,,,,,,
25645,AL021960,19600711, 1800, TS, 14.9N,  67.3W,55.0,1004.0,,,,,,,,,,,,
25646,AL021960,19600712, 0000, TS, 14.9N,  68.9W,50.0,1005.0,,,,,,,,,,,,
25647,AL021960,19600712, 0600, TS, 14.7N,  70.4W,50.0,1005.0,,,,,,,,,,,,
25648,AL021960,19600712, 1200, TS, 14.7N,  71.9W,50.0,1007.0,,,,,,,,,,,,
25649,AL021960,19600712, 1800, TS, 15.0N,  73.2W,50.0,,,,,,,,,,,,,
25650,AL021960,19600713, 0000, TS, 15.2N,  74.3W,50.0,1004.0,,,,,,,,,,,,
25651,AL021960,19600713, 0600, TS, 15.2N,  75.4W,50.0,,,,,,,,,,,,,
25652,AL021960,19600713, 1200, TS, 14.9N,  76.7W,45.0,1008.0,,,,,,,,,,,,
25653,AL021960,19600713, 1800, TS, 14.7N,  78.1W,45.0,,,,,,,,,,,,,
25654,AL021960,19600714, 0000, TS, 14.7N,  79.5W,45.0,1004.0,,,,,,,,,,,,
25655,AL021960,19600714, 0600, TS, 15.1N,  81.0W,50.0,,,,,,,,,,,,,
25656,AL021960,19600714, 1200, TS, 15.6N,  82.5W,55.0,,,,,,,,,,,,,
25657,AL021960,19600714, 1800, TS, 15.9N,  83.9W,55.0,,,,,,,,,,,,,
25658,AL021960,19600715, 0000, TS, 16.1N,  85.2W,60.0,995.0,,,,,,,,,,,,
25659,AL021960,19600715, 0600, HU, 16.3N,  86.6W,70.0,,,,,,,,,,,,,
25660,AL021960,19600715, 1200, HU, 16.5N,  88.0W,70.0,,,,,,,,,,,,,
25661,AL021960,19600715, 1400, HU, 16.5N,  88.4W,70.0,,,,,,,,,,,,,
25662,AL021960,19600715, 1800, TS, 16.6N,  89.4W,45.0,,,,,,,,,,,,,
25663,AL021960,19600716, 0000, TD, 16.8N,  90.6W,30.0,,,,,,,,,,,,,
25664,AL021960,19600716, 0600, TD, 17.1N,  91.6W,30.0,,,,,,,,,,,,,
25665,AL021960,19600716, 1200, TD, 17.5N,  92.7W,30.0,,,,,,,,,,,,,
25666,AL021960,19600716, 1800, TD, 18.0N,  94.0W,30.0,,,,,,,,,,,,,
25667,AL021960,19600717, 0000, TD, 18.6N,  95.3W,30.0,,,,,,,,,,,,,
25668,AL021960,19600717, 0600, TD, 19.4N,  96.6W,30.0,,,,,,,,,,,,,
25669,AL021960,19600717, 1200, TD, 20.5N,  98.0W,30.0,,,,,,,,,,,,,
25670,AL031960,19600727, 1800, TD, 27.7N,  85.1W,30.0,,,,,,,,,,,,,
25671,AL031960,19600728, 0000, TD, 27.4N,  85.5W,30.0,,,,,,,,,,,,,
25672,AL031960,19600728, 0600, TD, 27.4N,  85.4W,30.0,,,,,,,,,,,,,
25673,AL031960,19600728, 1200, TS, 27.6N,  85.3W,35.0,,,,,,,,,,,,,
25674,AL031960,19600728, 1800, TS, 27.8N,  85.3W,35.0,,,,,,,,,,,,,
25675,AL031960,19600729, 0000, TS, 28.5N,  85.0W,35.0,,,,,,,,,,,,,
25676,AL031960,19600729, 0600, TS, 29.7N,  83.5W,35.0,,,,,,,,,,,,,
25677,AL031960,19600729, 1200, TS, 31.5N,  81.8W,55.0,1000.0,,,,,,,,,,,,
25678,AL031960,19600729, 1800, TS, 32.8N,  79.7W,60.0,993.0,,,,,,,,,,,,
25679,AL031960,19600729, 2100, TS, 33.9N,  78.2W,60.0,993.0,,,,,,,,,,,,
25680,AL031960,19600730, 0000, TS, 34.6N,  77.9W,55.0,994.0,,,,,,,,,,,,
25681,AL031960,19600730, 0600, TS, 37.0N,  76.5W,50.0,993.0,,,,,,,,,,,,
25682,AL031960,19600730, 1200, TS, 38.7N,  75.3W,50.0,992.0,,,,,,,,,,,,
25683,AL031960,19600730, 1800, TS, 40.5N,  73.8W,50.0,991.0,,,,,,,,,,,,
25684,AL031960,19600731, 0000, TS, 43.0N,  71.5W,40.0,991.0,,,,,,,,,,,,
25685,AL031960,19600731, 0600, EX, 46.0N,  69.3W,35.0,992.0,,,,,,,,,,,,
25686,AL031960,19600731, 1200, EX, 50.0N,  68.6W,35.0,990.0,,,,,,,,,,,,
25687,AL031960,19600731, 1800, EX, 54.0N,  68.3W,35.0,986.0,,,,,,,,,,,,
25688,AL031960,19600801, 0000, EX, 58.0N,  68.9W,40.0,977.0,,,,,,,,,,,,
25689,AL031960,19600801, 0600, EX, 60.5N,  69.5W,45.0,976.0,,,,,,,,,,,,
25690,AL031960,19600801, 1200, EX, 61.0N,  71.5W,45.0,976.0,,,,,,,,,,,,
25691,AL031960,19600801, 1800, EX, 61.5N,  75.0W,40.0,980.0,,,,,,,,,,,,
25692,AL031960,19600802, 0000, EX, 60.5N,  77.5W,35.0,982.0,,,,,,,,,,,,
25693,AL031960,19600802, 0600, EX, 58.0N,  79.5W,35.0,983.0,,,,,,,,,,,,
25694,AL031960,19600802, 1200, EX, 56.0N,  80.0W,35.0,983.0,,,,,,,,,,,,
25695,AL031960,19600802, 1800, EX, 55.5N,  76.0W,30.0,984.0,,,,,,,,,,,,
25696,AL031960,19600803, 0000, EX, 55.5N,  71.0W,30.0,984.0,,,,,,,,,,,,
25697,AL031960,19600803, 0600, EX, 55.7N,  68.0W,30.0,984.0,,,,,,,,,,,,
25698,AL031960,19600803, 1200, EX, 56.0N,  67.0W,30.0,984.0,,,,,,,,,,,,
25699,AL031960,19600803, 1800, EX, 56.4N,  66.0W,30.0,985.0,,,,,,,,,,,,
25700,AL031960,19600804, 0000, EX, 56.7N,  66.0W,30.0,986.0,,,,,,,,,,,,
25701,AL031960,19600804, 0600, EX, 57.0N,  66.0W,30.0,986.0,,,,,,,,,,,,
25702,AL031960,19600804, 1200, EX, 57.2N,  66.0W,30.0,987.0,,,,,,,,,,,,
25703,AL031960,19600804, 1800, EX, 57.5N,  66.0W,25.0,989.0,,,,,,,,,,,,
25704,AL031960,19600805, 0000, EX, 58.0N,  66.0W,25.0,992.0,,,,,,,,,,,,
25705,AL031960,19600805, 0600, EX, 59.0N,  68.0W,25.0,995.0,,,,,,,,,,,,
25706,AL031960,19600805, 1200, EX, 59.5N,  70.5W,20.0,998.0,,,,,,,,,,,,
25707,AL031960,19600805, 1800, EX, 59.8N,  71.0W,20.0,1000.0,,,,,,,,,,,,
25708,AL031960,19600806, 0000, EX, 59.5N,  72.0W,20.0,1003.0,,,,,,,,,,,,
25709,AL031960,19600806, 0600, EX, 59.0N,  73.5W,20.0,1005.0,,,,,,,,,,,,
25710,AL031960,19600806, 1200, EX, 58.2N,  72.0W,20.0,1006.0,,,,,,,,,,,,
25711,AL031960,19600806, 1800, EX, 57.8N,  69.0W,20.0,1006.0,,,,,,,,,,,,
25712,AL031960,19600807, 0000, EX, 57.5N,  66.0W,20.0,1007.0,,,,,,,,,,,,
25713,AL031960,19600807, 0600, EX, 57.0N,  64.0W,20.0,1007.0,,,,,,,,,,,,
25714,AL031960,19600807, 1200, EX, 56.2N,  62.0W,20.0,1006.0,,,,,,,,,,,,
25715,AL031960,19600807, 1800, EX, 56.0N,  60.0W,20.0,1005.0,,,,,,,,,,,,
25716,AL041960,19600817, 1800, TD, 26.0N,  74.7W,25.0,,,,,,,,,,,,,
25717,AL041960,19600818, 0000, TD, 25.5N,  74.3W,30.0,,,,,,,,,,,,,
25718,AL041960,19600818, 0600, TS, 25.7N,  73.5W,45.0,,,,,,,,,,,,,
25719,AL041960,19600818, 1200, TS, 26.6N,  72.7W,60.0,997.0,,,,,,,,,,,,
25720,AL041960,19600818, 1800, HU, 27.8N,  71.8W,65.0,,,,,,,,,,,,,
25721,AL041960,19600819, 0000, HU, 29.3N,  71.0W,70.0,,,,,,,,,,,,,
25722,AL041960,19600819, 0600, HU, 31.0N,  70.2W,75.0,,,,,,,,,,,,,
25723,AL041960,19600819, 1200, HU, 33.1N,  69.4W,75.0,999.0,,,,,,,,,,,,
25724,AL041960,19600819, 1800, HU, 35.4N,  68.6W,75.0,995.0,,,,,,,,,,,,
25725,AL041960,19600820, 0000, HU, 37.7N,  67.8W,70.0,997.0,,,,,,,,,,,,
25726,AL041960,19600820, 0600, HU, 40.0N,  66.8W,70.0,,,,,,,,,,,,,
25727,AL041960,19600820, 1200, TS, 42.2N,  65.2W,60.0,,,,,,,,,,,,,
25728,AL041960,19600820, 1800, TS, 43.6N,  63.4W,45.0,,,,,,,,,,,,,
25729,AL041960,19600821, 0000, TS, 44.2N,  60.5W,35.0,,,,,,,,,,,,,
25730,AL051960,19600829, 1800, TD, 10.2N,  22.8W,25.0,,,,,,,,,,,,,
25731,AL051960,19600830, 0000, TD, 10.1N,  24.2W,25.0,,,,,,,,,,,,,
25732,AL051960,19600830, 0600, TD, 10.2N,  25.5W,25.0,,,,,,,,,,,,,
25733,AL051960,19600830, 1200, TD, 10.3N,  26.9W,25.0,,,,,,,,,,,,,
25734,AL051960,19600830, 1800, TD, 10.5N,  28.4W,25.0,,,,,,,,,,,,,
25735,AL051960,19600831, 0000, TD, 10.7N,  30.0W,30.0,,,,,,,,,,,,,
25736,AL051960,19600831, 0600, TD, 10.9N,  31.6W,30.0,,,,,,,,,,,,,
25737,AL051960,19600831, 1200, TS, 11.1N,  33.1W,35.0,,,,,,,,,,,,,
25738,AL051960,19600831, 1800, TS, 11.4N,  34.6W,35.0,,,,,,,,,,,,,
25739,AL051960,19600901, 0000, TS, 11.7N,  36.2W,40.0,,,,,,,,,,,,,
25740,AL051960,19600901, 0600, TS, 12.0N,  37.8W,50.0,,,,,,,,,,,,,
25741,AL051960,19600901, 1200, TS, 12.3N,  39.4W,55.0,,,,,,,,,,,,,
25742,AL051960,19600901, 1800, HU, 12.6N,  41.1W,65.0,,,,,,,,,,,,,
25743,AL051960,19600902, 0000, HU, 12.9N,  42.8W,70.0,,,,,,,,,,,,,
25744,AL051960,19600902, 0600, HU, 13.3N,  44.3W,75.0,,,,,,,,,,,,,
25745,AL051960,19600902, 1200, HU, 13.6N,  45.8W,85.0,,,,,,,,,,,,,
25746,AL051960,19600902, 1800, HU, 13.9N,  47.6W,95.0,973.0,,,,,,,,,,,,
25747,AL051960,19600903, 0000, HU, 14.3N,  49.4W,100.0,,,,,,,,,,,,,
25748,AL051960,19600903, 0600, HU, 14.7N,  51.2W,105.0,,,,,,,,,,,,,
25749,AL051960,19600903, 1200, HU, 15.3N,  53.1W,105.0,962.0,,,,,,,,,,,,
25750,AL051960,19600903, 1800, HU, 15.9N,  55.0W,105.0,,,,,,,,,,,,,
25751,AL051960,19600904, 0000, HU, 16.4N,  56.6W,110.0,,,,,,,,,,,,,
25752,AL051960,19600904, 0600, HU, 16.6N,  58.2W,110.0,,,,,,,,,,,,,
25753,AL051960,19600904, 1200, HU, 16.9N,  59.7W,110.0,958.0,,,,,,,,,,,,
25754,AL051960,19600904, 1800, HU, 17.4N,  60.9W,110.0,,,,,,,,,,,,,
25755,AL051960,19600904, 2200, HU, 17.7N,  61.8W,110.0,,,,,,,,,,,,,
25756,AL051960,19600905, 0000, HU, 17.8N,  62.1W,110.0,956.0,,,,,,,,,,,,
25757,AL051960,19600905, 0400, HU, 18.1N,  63.0W,110.0,952.0,,,,,,,,,,,,
25758,AL051960,19600905, 0600, HU, 18.3N,  63.4W,110.0,952.0,,,,,,,,,,,,
25759,AL051960,19600905, 1200, HU, 19.1N,  64.8W,110.0,958.0,,,,,,,,,,,,
25760,AL051960,19600905, 1800, HU, 19.7N,  65.8W,110.0,956.0,,,,,,,,,,,,
25761,AL051960,19600906, 0000, HU, 20.1N,  66.5W,115.0,941.0,,,,,,,,,,,,
25762,AL051960,19600906, 0600, HU, 20.6N,  67.5W,115.0,,,,,,,,,,,,,
25763,AL051960,19600906, 1200, HU, 21.2N,  68.3W,120.0,940.0,,,,,,,,,,,,
25764,AL051960,19600906, 1800, HU, 21.5N,  68.9W,120.0,940.0,,,,,,,,,,,,
25765,AL051960,19600907, 0000, HU, 21.8N,  69.7W,125.0,932.0,,,,,,,,,,,,
25766,AL051960,19600907, 0600, HU, 22.0N,  70.5W,120.0,,,,,,,,,,,,,
25767,AL051960,19600907, 1200, HU, 22.1N,  71.3W,110.0,948.0,,,,,,,,,,,,
25768,AL051960,19600907, 1800, HU, 22.1N,  72.3W,110.0,,,,,,,,,,,,,
25769,AL051960,19600908, 0000, HU, 22.2N,  73.4W,110.0,945.0,,,,,,,,,,,,
25770,AL051960,19600908, 0600, HU, 22.2N,  74.3W,105.0,947.0,,,,,,,,,,,,
25771,AL051960,19600908, 1200, HU, 22.3N,  75.3W,100.0,951.0,,,,,,,,,,,,
25772,AL051960,19600908, 1600, HU, 22.4N,  75.8W,105.0,945.0,,,,,,,,,,,,
25773,AL051960,19600908, 1800, HU, 22.4N,  76.1W,105.0,945.0,,,,,,,,,,,,
25774,AL051960,19600909, 0000, HU, 22.6N,  76.9W,110.0,939.0,,,,,,,,,,,,
25775,AL051960,19600909, 0600, HU, 22.9N,  77.8W,110.0,942.0,,,,,,,,,,,,
25776,AL051960,19600909, 1200, HU, 23.2N,  78.7W,110.0,942.0,,,,,,,,,,,,
25777,AL051960,19600909, 1800, HU, 23.7N,  79.4W,110.0,944.0,,,,,,,,,,,,
25778,AL051960,19600910, 0000, HU, 24.2N,  80.1W,115.0,938.0,,,,,,,,,,,,
25779,AL051960,19600910, 0600, HU, 24.7N,  80.8W,125.0,930.0,,,,,,,,,,,,
25780,AL051960,19600910, 0700, HU, 24.8N,  80.9W,125.0,930.0,,,,,,,,,,,,
25781,AL051960,19600910, 1200, HU, 25.3N,  81.3W,115.0,939.0,,,,,,,,,,,,
25782,AL051960,19600910, 1600, HU, 25.9N,  81.6W,105.0,942.0,,,,,,,,,,,,
25783,AL051960,19600910, 1800, HU, 26.3N,  81.8W,105.0,945.0,,,,,,,,,,,,
25784,AL051960,19600911, 0000, HU, 27.3N,  81.9W,85.0,957.0,,,,,,,,,,,,
25785,AL051960,19600911, 0600, HU, 28.3N,  81.7W,65.0,964.0,,,,,,,,,,,,
25786,AL051960,19600911, 1200, HU, 29.7N,  81.0W,75.0,968.0,,,,,,,,,,,,
25787,AL051960,19600911, 1800, HU, 31.1N,  79.9W,80.0,970.0,,,,,,,,,,,,
25788,AL051960,19600912, 0000, HU, 33.0N,  78.3W,90.0,958.0,,,,,,,,,,,,
25789,AL051960,19600912, 0400, HU, 34.6N,  77.3W,90.0,958.0,,,,,,,,,,,,
25790,AL051960,19600912, 0600, HU, 35.1N,  76.7W,85.0,960.0,,,,,,,,,,,,
25791,AL051960,19600912, 1200, HU, 37.3N,  74.8W,85.0,,,,,,,,,,,,,
25792,AL051960,19600912, 1800, HU, 40.1N,  73.3W,85.0,959.0,,,,,,,,,,,,
25793,AL051960,19600912, 1900, HU, 40.7N,  72.9W,85.0,959.0,,,,,,,,,,,,
25794,AL051960,19600912, 2000, HU, 41.3N,  72.4W,80.0,962.0,,,,,,,,,,,,
25795,AL051960,19600913, 0000, TS, 42.8N,  71.2W,60.0,969.0,,,,,,,,,,,,
25796,AL051960,19600913, 0600, EX, 46.8N,  68.6W,60.0,,,,,,,,,,,,,
25797,AL051960,19600913, 1200, EX, 50.0N,  66.0W,60.0,,,,,,,,,,,,,
25798,AL051960,19600913, 1800, EX, 53.1N,  62.5W,60.0,,,,,,,,,,,,,
25799,AL051960,19600914, 0000, EX, 56.0N,  58.2W,45.0,,,,,,,,,,,,,
25800,AL051960,19600914, 0600, EX, 58.5N,  54.0W,40.0,,,,,,,,,,,,,
25801,AL051960,19600914, 1200, EX, 61.0N,  50.0W,40.0,,,,,,,,,,,,,
25802,AL061960,19600912, 1800, TD, 22.0N,  93.0W,25.0,,,,,,,,,,,,,
25803,AL061960,19600913, 0000, TD, 22.3N,  92.7W,25.0,,,,,,,,,,,,,
25804,AL061960,19600913, 0600, TD, 22.4N,  92.4W,30.0,,,,,,,,,,,,,
25805,AL061960,19600913, 1200, TS, 22.6N,  92.1W,35.0,,,,,,,,,,,,,
25806,AL061960,19600913, 1800, TS, 22.8N,  91.9W,40.0,,,,,,,,,,,,,
25807,AL061960,19600914, 0000, TS, 23.1N,  91.7W,45.0,,,,,,,,,,,,,
25808,AL061960,19600914, 0600, TS, 23.4N,  91.3W,60.0,,,,,,,,,,,,,
25809,AL061960,19600914, 1200, HU, 23.9N,  90.8W,80.0,,,,,,,,,,,,,
25810,AL061960,19600914, 1800, HU, 25.6N,  90.0W,100.0,974.0,,,,,,,,,,,,
25811,AL061960,19600915, 0000, HU, 27.1N,  89.2W,100.0,976.0,,,,,,,,,,,,
25812,AL061960,19600915, 0600, HU, 28.4N,  88.8W,80.0,981.0,,,,,,,,,,,,
25813,AL061960,19600915, 1200, HU, 29.4N,  88.7W,75.0,985.0,,,,,,,,,,,,
25814,AL061960,19600915, 1800, HU, 30.1N,  88.8W,70.0,984.0,,,,,,,,,,,,
25815,AL061960,19600915, 2100, HU, 30.4N,  89.0W,70.0,980.0,,,,,,,,,,,,
25816,AL061960,19600916, 0000, TS, 30.6N,  89.1W,55.0,,,,,,,,,,,,,
25817,AL061960,19600916, 0600, TS, 31.2N,  89.0W,40.0,,,,,,,,,,,,,
25818,AL061960,19600916, 1200, TD, 32.0N,  88.9W,30.0,1007.0,,,,,,,,,,,,
25819,AL061960,19600916, 1800, TD, 32.9N,  88.7W,25.0,1010.0,,,,,,,,,,,,
25820,AL061960,19600917, 0000, TD, 33.9N,  88.4W,25.0,1011.0,,,,,,,,,,,,
25821,AL061960,19600917, 0600, TD, 34.9N,  88.0W,20.0,1012.0,,,,,,,,,,,,
25822,AL061960,19600917, 1200, TD, 35.9N,  87.4W,20.0,1013.0,,,,,,,,,,,,
25823,AL061960,19600917, 1800, TD, 36.8N,  86.6W,20.0,1015.0,,,,,,,,,,,,
25824,AL071960,19600917, 0600, TD, 20.9N,  64.0W,25.0,,,,,,,,,,,,,
25825,AL071960,19600917, 1200, TD, 21.1N,  64.8W,25.0,,,,,,,,,,,,,
25826,AL071960,19600917, 1800, TD, 21.2N,  65.8W,30.0,,,,,,,,,,,,,
25827,AL071960,19600918, 0000, TS, 21.2N,  66.8W,35.0,,,,,,,,,,,,,
25828,AL071960,19600918, 0600, TS, 21.0N,  67.9W,40.0,,,,,,,,,,,,,
25829,AL071960,19600918, 1200, TS, 20.9N,  69.0W,45.0,1000.0,,,,,,,,,,,,
25830,AL071960,19600918, 1800, TS, 20.9N,  70.1W,40.0,1003.0,,,,,,,,,,,,
25831,AL071960,19600919, 0000, TS, 20.9N,  71.2W,40.0,1003.0,,,,,,,,,,,,
25832,AL071960,19600919, 0600, TS, 21.0N,  72.4W,40.0,1004.0,,,,,,,,,,,,
25833,AL071960,19600919, 0900, TS, 21.1N,  73.1W,35.0,1004.0,,,,,,,,,,,,
25834,AL071960,19600919, 1200, TS, 21.1N,  73.7W,35.0,1006.0,,,,,,,,,,,,
25835,AL071960,19600919, 1800, TD, 21.5N,  74.7W,30.0,,,,,,,,,,,,,
25836,AL071960,19600920, 0000, TD, 22.0N,  75.6W,30.0,,,,,,,,,,,,,
25837,AL071960,19600920, 0600, TD, 22.6N,  76.5W,25.0,,,,,,,,,,,,,
25838,AL071960,19600920, 1200, TD, 23.2N,  77.6W,25.0,,,,,,,,,,,,,
25839,AL071960,19600920, 1800, TD, 23.5N,  78.6W,25.0,,,,,,,,,,,,,
25840,AL071960,19600921, 0000, TD, 23.7N,  79.6W,25.0,,,,,,,,,,,,,
25841,AL071960,19600921, 0600, TD, 23.7N,  80.6W,25.0,,,,,,,,,,,,,
25842,AL071960,19600921, 1200, DB, 23.6N,  81.6W,25.0,,,,,,,,,,,,,
25843,AL071960,19600921, 1800, DB, 23.4N,  82.6W,25.0,,,,,,,,,,,,,
25844,AL071960,19600922, 0000, DB, 22.8N,  83.6W,25.0,,,,,,,,,,,,,
25845,AL071960,19600922, 0600, DB, 22.3N,  84.0W,25.0,,,,,,,,,,,,,
25846,AL071960,19600922, 1200, DB, 22.0N,  83.7W,25.0,,,,,,,,,,,,,
25847,AL071960,19600922, 1800, DB, 22.3N,  83.5W,25.0,,,,,,,,,,,,,
25848,AL071960,19600923, 0000, DB, 23.0N,  83.2W,25.0,,,,,,,,,,,,,
25849,AL071960,19600923, 0600, DB, 24.0N,  82.6W,25.0,,,,,,,,,,,,,
25850,AL071960,19600923, 1200, TD, 24.9N,  81.8W,25.0,1005.0,,,,,,,,,,,,
25851,AL071960,19600923, 1800, TD, 25.9N,  81.1W,30.0,,,,,,,,,,,,,
25852,AL071960,19600924, 0000, TS, 26.7N,  80.5W,35.0,1002.0,,,,,,,,,,,,
25853,AL071960,19600924, 0600, TS, 27.3N,  80.3W,50.0,,,,,,,,,,,,,
25854,AL071960,19600924, 1200, TS, 27.5N,  80.5W,50.0,,,,,,,,,,,,,
25855,AL071960,19600924, 1800, TS, 27.6N,  81.0W,40.0,,,,,,,,,,,,,
25856,AL071960,19600925, 0000, TD, 27.7N,  81.8W,30.0,,,,,,,,,,,,,
25857,AL071960,19600925, 0600, TD, 27.8N,  82.9W,25.0,,,,,,,,,,,,,
25858,AL071960,19600925, 1200, TD, 27.9N,  83.9W,25.0,,,,,,,,,,,,,
25859,AL071960,19600925, 1800, TD, 28.3N,  84.8W,25.0,,,,,,,,,,,,,
25860,AL071960,19600926, 0000, TD, 28.9N,  85.6W,25.0,,,,,,,,,,,,,
25861,AL071960,19600926, 0600, TD, 29.5N,  86.4W,20.0,,,,,,,,,,,,,
25862,AL071960,19600926, 1200, TD, 30.1N,  87.1W,20.0,,,,,,,,,,,,,
25863,AL071960,19600926, 1800, TD, 30.8N,  87.7W,20.0,,,,,,,,,,,,,
25864,AL081960,19600901, 0000, TD, 23.0N,  49.0W,30.0,,,,,,,,,,,,,
25865,AL081960,19600901, 0600, TS, 24.0N,  50.3W,35.0,,,,,,,,,,,,,
25866,AL081960,19600901, 1200, TS, 25.5N,  51.5W,40.0,,,,,,,,,,,,,
25867,AL081960,19600901, 1800, TS, 27.0N,  52.5W,40.0,,,,,,,,,,,,,
25868,AL081960,19600902, 0000, TS, 28.5N,  52.8W,35.0,,,,,,,,,,,,,
25869,AL081960,19600902, 0600, TS, 29.8N,  52.8W,35.0,,,,,,,,,,,,,
25870,AL081960,19600902, 1200, TD, 31.1N,  52.8W,30.0,,,,,,,,,,,,,
25871,AL081960,19600902, 1800, TD, 32.3N,  52.8W,30.0,,,,,,,,,,,,,
25872,AL081960,19600903, 0000, TD, 33.5N,  52.5W,25.0,,,,,,,,,,,,,
25873,AL011961,19610720, 0000, TS, 11.5N,  60.2W,35.0,,,,,,,,,,,,,
25874,AL011961,19610720, 0600, TS, 11.7N,  62.0W,45.0,1002.0,,,,,,,,,,,,
25875,AL011961,19610720, 1200, TS, 11.9N,  63.8W,60.0,999.0,,,,,,,,,,,,
25876,AL011961,19610720, 1800, HU, 12.4N,  65.7W,70.0,,,,,,,,,,,,,
25877,AL011961,19610721, 0000, HU, 13.0N,  67.2W,80.0,1002.0,,,,,,,,,,,,
25878,AL011961,19610721, 0600, HU, 13.2N,  69.5W,90.0,992.0,,,,,,,,,,,,
25879,AL011961,19610721, 1200, HU, 13.4N,  71.5W,95.0,,,,,,,,,,,,,
